qid,question,gold,prediction,em,f1,confidence,latency_ms,abstained,x_method,x_rank
WebQTest-832_c334509bb5e02cacae1ba2e80c176499,Lou Seal is the mascot for the team that last won the World Series when?,2014 World Series,San Francisco Giants,0,0.0,0.5193892497920222,256.8860000465065,False,quest_kg,0
WebQTrn-1259_1997cb4922db71983be26e6a509950f4,"Where did the ""Country Nation World Tour"" concert artist go to college?",Belmont University,Brad Paisley 2009 Concert Tour,0,0.0,0.5402154752724851,57.51730012707412,False,quest_kg,0
WebQTest-1384_744a496b907e407b16bc5d7c197dc3f0,What is the predominant religion where the leader is Ovadia Yosef?,Judaism,Judaism,1,1.0,0.4515484208026769,68.51139990612864,False,quest_kg,1
WebQTrn-241_dfb6c97ac9bf2f0ac07f27dd80f9edc2,What country bordering France contains an airport that serves Nijmegen?,Germany,Electrabel Centrale Gelderland,0,0.0,0.4525214380518279,158.80080009810627,False,quest_kg,0
WebQTrn-1077_f4a9e5f1e0dcfb82cbadf4771eda7bb5,The national anthem Afghan National Anthem is from the country which practices what religions?,Shia Islam,Afghanistan,0,0.0,0.5312778969332558,159.86960008740425,False,quest_kg,0
WebQTest-576_01e2da60a2779c4ae4b5d1547499a4f8,Which nation has the Alta Verapaz Department and is in Central America?,Guatemala,Guatemala,1,1.0,0.39986307259021187,73.6756999976933,False,quest_kg,1
WebQTest-590_6aad73acb74f304bc9acae44314164be,"Which man is the leader of the country that uses Libya, Libya, Libya as its national anthem?",Abdullah al-Thani,"Libya, Libya, Libya",0,0.0,0.5080172734071657,180.58609985746443,False,quest_kg,0
WebQTrn-3251_d8cddfe5e947e414b7735780ef1efff8,"What educational institution has a football sports team named Northern Colorado Bears is in Greeley, Colorado?",University of Northern Colorado,Northern Colorado Bears men's basketball,0,0.4,0.482564034063512,66.09100010246038,False,quest_kg,2
WebQTrn-2069_0fa727f3b282196eb1097410b4be6818,What language is spoken in the location that appointed Michelle Bachelet to a governmental position speak?,Aymara language,Michelle Bachelet,0,0.0,0.22390668438151304,61.52500002644956,False,quest_kg,0
WebQTrn-1938_7322a2a4d46bf36b95bfab4418c9a32b,What type of government is used in the country with Northern District?,Parliamentary system,Parliamentary system,1,1.0,0.5141407781357328,89.44250014610589,False,quest_kg,1
WebQTrn-60_68f0d0ad309d64a4af858a5ef4fb5713,"In which countries do the people speak Portuguese, where the child labor percentage was once 1.8?",Mozambique,Portugal,0,0.0,0.2579485953344552,80.76529996469617,False,quest_kg,0
WebQTest-100_bf66fd89b6e9fc5fcb96c8b3f7a0e616,The people from the country that contains Nord-Ouest Department speak what languages today?,Haitian Creole,Saint-Louis-du-Nord,0,0.0,0.22940844628534363,66.74439995549619,False,quest_kg,0
WebQTrn-962_032f61bfcfed69da8b215bb8f058c24e,What actor played the a kid in the movie with a character named Jenny's Father?,Michael Connor Humphreys,Jenny's Father,0,0.0,0.5668402080444859,60.96609984524548,False,quest_kg,0
WebQTrn-849_586aae7703d62aa44eb79759e1563309,What European Union country sharing borders with Germany contains the Lejre Municipality?,Denmark,Meuse–Rhine Euroregion,0,0.0,0.285061487172747,76.98310003615916,False,quest_kg,4
WebQTrn-710_c264a6d11d7956741926d417b94327e2,When was the last time a team led by Larr Baer win the World Series?,2014 World Series,San Francisco Giants,0,0.0,0.5771684136375156,56.323499884456396,False,quest_kg,0
WebQTrn-2209_c1374f388d9cc7a78365860c91218362,What year did the basketball team coached by Brad Stevens win the championship?,2008 NBA Finals,Boston Celtics,0,0.0,0.4519799934151817,61.729999957606196,False,quest_kg,0
WebQTest-1251_cbf2f20f6caf754bc49d672ca7b150b7,What country speaks Germanic languages and uses the East German mark as currency?,East Germany,West Germany,0,0.5,0.8309005838155454,55.593099910765886,False,quest_kg,2
WebQTrn-3100_143c89d70679c3e5257c93d8e2bc4c67,Which globe region with the UTCâ05:00 time zone does the Dominican Republic call home?,Greater Antilles,Cuba,0,0.0,0.45712462659212594,74.81609983369708,False,quest_kg,0
WebQTrn-662_7a992044f94b39edfc37ac5dcfcb3c26,What was the name of the team that won the 2008 FIFA Club World Cup Final championship?,Newton Heath L&YR F.C.,Manchester United F.C.,0,0.4,0.4915821911337448,53.30489994958043,False,quest_kg,0
WebQTest-743_0a8cdba29cf260283b7c890b3609c0b9,Which of JFK's brother held the latest governmental position?,Robert F. Kennedy,Robert F. Kennedy,1,1.0,0.24188873608453648,56.16030003875494,False,quest_kg,1
WebQTest-1797_68a33792b0a1e18937dcd4b3f50d941e,What group fought in the Battle of Vicksburg that was based in Montgomery?,Confederate States of America,26th Louisiana Infantry Regiment,0,0.0,0.2581289203887412,54.06880006194115,False,quest_kg,0
