qid,question,gold,prediction,em,f1,confidence,latency_ms,abstained,x_method,x_rank
icews18_0,"(head=459, rel=1, ?, ts=6480)",471,464,0,0.0,0.541711322109181,13.819999992847443,False,quest_kg_llm,14
icews18_1,"(head=5205, rel=90, ?, ts=6480)",464,905,0,0.0,0.6638703409850479,35.59240000322461,False,quest_kg_llm,0
icews18_2,"(head=463, rel=69, ?, ts=6480)",458,1502,0,0.0,0.9061875287716387,15.808899886906147,False,quest_kg_llm,14
icews18_3,"(head=3093, rel=63, ?, ts=6480)",57,2952,0,0.0,0.3668362315867095,15.458099776878953,False,quest_kg_llm,0
icews18_4,"(head=17519, rel=151, ?, ts=6480)",3881,1379,0,0.0,0.6314867947534083,41.13560006953776,False,quest_kg_llm,0
icews18_5,"(head=4935, rel=0, ?, ts=6480)",7803,1029,0,0.0,0.4146303637533689,20.250400062650442,False,quest_kg_llm,0
icews18_6,"(head=2820, rel=4, ?, ts=6480)",458,1100,0,0.0,0.7182503426811105,14.621200039982796,False,quest_kg_llm,0
icews18_7,"(head=64, rel=1, ?, ts=6480)",458,240,0,0.0,0.602370418190433,25.754000060260296,False,quest_kg_llm,2
icews18_8,"(head=42, rel=20, ?, ts=6480)",4145,1202,0,0.0,0.6452682807140167,24.971699807792902,False,quest_kg_llm,0
icews18_9,"(head=42, rel=20, ?, ts=6480)",19,1202,0,0.0,0.6452682807140167,10.742499958723783,False,quest_kg_llm,4
icews18_10,"(head=42, rel=20, ?, ts=6480)",1449,1202,0,0.0,0.6452682807140167,9.063199860975146,False,quest_kg_llm,0
icews18_11,"(head=445, rel=34, ?, ts=6480)",477,407,0,0.0,0.7340265491755734,28.143699979409575,False,quest_kg_llm,0
icews18_12,"(head=1323, rel=0, ?, ts=6480)",344,526,0,0.0,0.9198637538513069,15.85610001347959,False,quest_kg_llm,0
icews18_13,"(head=100, rel=28, ?, ts=6480)",390,477,0,0.0,0.5157929399053286,28.220599982887506,False,quest_kg_llm,0
icews18_14,"(head=455, rel=0, ?, ts=6480)",765,477,0,0.0,0.6398399748698131,27.42060017772019,False,quest_kg_llm,0
icews18_15,"(head=44, rel=20, ?, ts=6480)",4145,392,0,0.0,0.7014370591281424,22.692600032314658,False,quest_kg_llm,0
icews18_16,"(head=44, rel=20, ?, ts=6480)",19,392,0,0.0,0.7014370591281424,10.576299857348204,False,quest_kg_llm,0
icews18_17,"(head=44, rel=20, ?, ts=6480)",1449,392,0,0.0,0.7014370591281424,8.27470002695918,False,quest_kg_llm,0
icews18_18,"(head=9731, rel=0, ?, ts=6480)",445,751,0,0.0,0.7178783510353673,39.04560022056103,False,quest_kg_llm,0
icews18_19,"(head=298, rel=6, ?, ts=6480)",397,3908,0,0.0,0.6317672598903954,21.759500028565526,False,quest_kg_llm,15
icews18_20,"(head=19, rel=20, ?, ts=6480)",161,2560,0,0.0,0.6791708130587996,24.671199964359403,False,quest_kg_llm,0
icews18_21,"(head=19, rel=2, ?, ts=6480)",42,122,0,0.0,0.8066825817900009,26.763400062918663,False,quest_kg_llm,8
icews18_22,"(head=42, rel=20, ?, ts=6480)",41,1202,0,0.0,0.6452682807140167,8.157699834555387,False,quest_kg_llm,7
icews18_23,"(head=19, rel=34, ?, ts=6480)",122,2560,0,0.0,0.6922691178879239,24.051199899986386,False,quest_kg_llm,5
icews18_24,"(head=19, rel=5, ?, ts=6480)",42,473,0,0.0,0.7764978345707841,23.808599915355444,False,quest_kg_llm,7
icews18_25,"(head=19, rel=43, ?, ts=6480)",20,473,0,0.0,0.6785480819592138,28.54340011253953,False,quest_kg_llm,7
icews18_26,"(head=2274, rel=1, ?, ts=6480)",44,955,0,0.0,0.6039305774273847,24.383400101214647,False,quest_kg_llm,0
icews18_27,"(head=21995, rel=31, ?, ts=6480)",9096,4104,0,0.0,0.831832177376111,39.916699985042214,False,quest_kg_llm,0
icews18_28,"(head=9096, rel=32, ?, ts=6480)",21995,751,0,0.0,0.7097524995919888,44.13409996777773,False,quest_kg_llm,0
icews18_29,"(head=8044, rel=0, ?, ts=6480)",1125,4104,0,0.0,0.8230988571777272,44.500399846583605,False,quest_kg_llm,0
icews18_30,"(head=2618, rel=1, ?, ts=6480)",451,2685,0,0.0,0.6698941664270348,21.569699980318546,False,quest_kg_llm,0
icews18_31,"(head=2618, rel=15, ?, ts=6480)",451,2618,0,0.0,0.4961459025361828,17.777099972590804,False,quest_kg_llm,0
icews18_32,"(head=970, rel=1, ?, ts=6480)",451,970,0,0.0,1.0,18.660600064322352,False,quest_kg_llm,0
icews18_33,"(head=3454, rel=5, ?, ts=6480)",11779,240,0,0.0,0.49447864128042224,14.372299890965223,False,quest_kg_llm,0
icews18_34,"(head=4115, rel=29, ?, ts=6480)",2211,4116,0,0.0,1.0,13.59059987589717,False,quest_kg_llm,0
icews18_35,"(head=3454, rel=2, ?, ts=6480)",2211,240,0,0.0,0.4945769505694705,14.883500058203936,False,quest_kg_llm,2
icews18_36,"(head=50, rel=51, ?, ts=6480)",80,31,0,0.0,0.7423104949772955,24.74280004389584,False,quest_kg_llm,10
icews18_37,"(head=50, rel=52, ?, ts=6480)",80,5,0,0.0,0.7042185008214854,23.7529999576509,False,quest_kg_llm,10
icews18_38,"(head=4447, rel=0, ?, ts=6480)",80,4772,0,0.0,0.23847068158939883,13.999200193211436,False,quest_kg_llm,0
icews18_39,"(head=80, rel=6, ?, ts=6480)",50,840,0,0.0,0.6614851563475904,22.17400004155934,False,quest_kg_llm,9
icews18_40,"(head=312, rel=20, ?, ts=6480)",80,4772,0,0.0,1.0,14.537599869072437,False,quest_kg_llm,0
