qid,question,gold,prediction,em,f1,confidence,latency_ms,abstained,x_method,x_rank
icews18_0,"(head=459, rel=1, ?, ts=6480)",471,7,0,0.0,0.8,8594.832699978724,False,tog1,0
icews18_1,"(head=5205, rel=90, ?, ts=6480)",464,449,0,0.0,0.8,14786.342000123113,False,tog1,0
icews18_2,"(head=463, rel=69, ?, ts=6480)",458,329,0,0.0,0.8,8859.268799889833,False,tog1,0
icews18_3,"(head=3093, rel=63, ?, ts=6480)",57,1061,0,0.0,0.8,14411.454200046137,False,tog1,0
icews18_4,"(head=17519, rel=151, ?, ts=6480)",3881,1733,0,0.0,0.8,13757.799600018188,False,tog1,0
icews18_5,"(head=4935, rel=0, ?, ts=6480)",7803,17,0,0.0,0.8,8979.358299868181,False,tog1,0
icews18_6,"(head=2820, rel=4, ?, ts=6480)",458,2821,0,0.0,0.8,8774.89859983325,False,tog1,0
icews18_7,"(head=64, rel=1, ?, ts=6480)",458,2112,0,0.0,0.8,14087.69499999471,False,tog1,0
icews18_8,"(head=42, rel=20, ?, ts=6480)",4145,44,0,0.0,0.8,14530.799299944192,False,tog1,0
icews18_9,"(head=42, rel=20, ?, ts=6480)",19,44,0,0.0,0.8,14512.471199966967,False,tog1,0
icews18_10,"(head=42, rel=20, ?, ts=6480)",1449,44,0,0.0,0.8,14184.533100109547,False,tog1,0
icews18_11,"(head=445, rel=34, ?, ts=6480)",477,17,0,0.0,0.8,8730.558400042355,False,tog1,0
icews18_12,"(head=1323, rel=0, ?, ts=6480)",344,134,0,0.0,0.8,13899.28840007633,False,tog1,0
icews18_13,"(head=100, rel=28, ?, ts=6480)",390,57,0,0.0,0.8,14477.39199991338,False,tog1,0
icews18_14,"(head=455, rel=0, ?, ts=6480)",765,100,0,0.0,0.8,14235.36859988235,False,tog1,0
icews18_15,"(head=44, rel=20, ?, ts=6480)",4145,1882,0,0.0,0.8,13699.765499914065,False,tog1,0
icews18_16,"(head=44, rel=20, ?, ts=6480)",19,1882,0,0.0,0.8,14346.871200017631,False,tog1,0
icews18_17,"(head=44, rel=20, ?, ts=6480)",1449,1882,0,0.0,0.8,13545.467399992049,False,tog1,0
icews18_18,"(head=9731, rel=0, ?, ts=6480)",445,The missing number in the sequence is 1405.,0,0.0,0.8,8771.791900042444,False,tog1,0
icews18_19,"(head=298, rel=6, ?, ts=6480)",397,122,0,0.0,0.8,14132.790999952704,False,tog1,0
icews18_20,"(head=19, rel=20, ?, ts=6480)",161,37,0,0.0,0.8,14657.755099935457,False,tog1,0
icews18_21,"(head=19, rel=2, ?, ts=6480)",42,1727,0,0.0,0.8,8542.490900028497,False,tog1,0
icews18_22,"(head=42, rel=20, ?, ts=6480)",41,44,0,0.0,0.8,14673.351499950513,False,tog1,0
icews18_23,"(head=19, rel=34, ?, ts=6480)",122,194,0,0.0,0.8,14606.614700052887,False,tog1,0
icews18_24,"(head=19, rel=5, ?, ts=6480)",42,1727,0,0.0,0.8,8503.263700054958,False,tog1,0
icews18_25,"(head=19, rel=43, ?, ts=6480)",20,57,0,0.0,0.8,8396.974400151521,False,tog1,0
icews18_26,"(head=2274, rel=1, ?, ts=6480)",44,1365,0,0.0,0.8,14453.634199919179,False,tog1,0
icews18_27,"(head=21995, rel=31, ?, ts=6480)",9096,1561,0,0.0,0.8,14326.202800031751,False,tog1,0
icews18_28,"(head=9096, rel=32, ?, ts=6480)",21995,100,0,0.0,0.8,8653.173400089145,False,tog1,0
icews18_29,"(head=8044, rel=0, ?, ts=6480)",1125,4897,0,0.0,0.8,8269.234400009736,False,tog1,0
icews18_30,"(head=2618, rel=1, ?, ts=6480)",451,262,0,0.0,0.8,14761.844999855384,False,tog1,0
icews18_31,"(head=2618, rel=15, ?, ts=6480)",451,115,0,0.0,0.8,14262.414699885994,False,tog1,0
icews18_32,"(head=970, rel=1, ?, ts=6480)",451,3,0,0.0,0.8,15087.78030006215,False,tog1,0
icews18_33,"(head=3454, rel=5, ?, ts=6480)",11779,187,0,0.0,0.8,14825.314100133255,False,tog1,0
icews18_34,"(head=4115, rel=29, ?, ts=6480)",2211,4116,0,0.0,0.8,2328.2352001406252,False,tog1,0
icews18_35,"(head=3454, rel=2, ?, ts=6480)",2211,1351,0,0.0,0.8,3065.138000063598,False,tog1,0
icews18_36,"(head=50, rel=51, ?, ts=6480)",80,9,0,0.0,0.8,8906.576400157064,False,tog1,0
icews18_37,"(head=50, rel=52, ?, ts=6480)",80,9,0,0.0,0.8,9026.926200138405,False,tog1,0
icews18_38,"(head=4447, rel=0, ?, ts=6480)",80,15,0,0.0,0.8,8319.635900203139,False,tog1,0
icews18_39,"(head=80, rel=6, ?, ts=6480)",50,5,0,0.0,0.8,13905.261999927461,False,tog1,0
icews18_40,"(head=312, rel=20, ?, ts=6480)",80,191,0,0.0,0.8,14464.545800117776,False,tog1,0
icews18_41,"(head=5248, rel=40, ?, ts=6480)",163,117,0,0.0,0.8,8929.082100046799,False,tog1,0
icews18_42,"(head=19, rel=5, ?, ts=6480)",396,1727,0,0.0,0.8,9415.826799813658,False,tog1,0
icews18_43,"(head=19, rel=20, ?, ts=6480)",42,37,0,0.0,0.8,13755.086099961773,False,tog1,4
icews18_44,"(head=19, rel=5, ?, ts=6480)",391,1727,0,0.0,0.8,8960.682800039649,False,tog1,0
icews18_45,"(head=306, rel=32, ?, ts=6480)",21996,375,0,0.0,0.8,14018.205699976534,False,tog1,0
icews18_46,"(head=21996, rel=31, ?, ts=6480)",306,1561,0,0.0,0.8,14215.820800047368,False,tog1,0
icews18_47,"(head=972, rel=62, ?, ts=6480)",306,100,0,0.0,0.8,13995.73320010677,False,tog1,0
icews18_48,"(head=6, rel=47, ?, ts=6480)",2361,3474,0,0.0,0.8,14107.607299927622,False,tog1,0
icews18_49,"(head=2361, rel=47, ?, ts=6480)",6,237,0,0.0,0.8,7711.835499852896,False,tog1,0
