qid,question,gold,prediction,em,f1,confidence,latency_ms,abstained,x_method,x_rank
WebQTest-0,what does jamaican people speak,Jamaican English,Jamaican people primarily speak Jamaican Creole English.,0,0.6486486486486486,0.8,8753.196511999704,False,tog1,0
WebQTest-1,what did james k polk do before he was president,United States Representative,"The given information does not directly state what James K. Polk did before becoming president. However, based on the provided",0,0.11111111111111112,0.8,9739.418769000622,False,tog1,0
WebQTest-3,who plays ken barlow in coronation street,William Roache,The information provided does not specify who plays Ken Barlow in Coronation Street. The chain of reasoning gives details about Ken,0,0.0,0.8,9367.659908995847,False,tog1,0
WebQTest-6,where is jamarcus russell from,Mobile,Louisiana State University,0,0.0,0.8,9403.77914399869,False,tog1,0
WebQTest-7,where was george washington carver from,Diamond,"The information provided does not specify George Washington Carver's place of origin. The chain focuses on places named after him,",0,0.0,0.8,9548.852587999136,False,tog1,0
WebQTest-8,what else did ben franklin invent,Lightning rod,The given chain does not provide information about other inventions by Benjamin Franklin. It mentions his famous kite experiment related to electricity but,0,0.08,0.8,8663.398142001824,False,tog1,0
WebQTest-9,who was richard nixon married to,Pat Nixon,"The information provided does not specify who Richard Nixon was married to; it only discusses his relationship with Spiro Agnew,",0,0.09090909090909091,0.8,6366.991089998919,False,tog1,0
WebQTest-12,who is governor of ohio 2011,John Kasich,The information provided does not contain any details about the Governor of Ohio in 2011. The given chain focuses,0,0.0,0.8,9325.727027004177,False,tog1,0
WebQTest-13,who was vice president after kennedy died,Lyndon B. Johnson,Lyndon B. Johnson was the Vice President after Kennedy died.,0,0.4615384615384615,0.8,9398.200268995424,False,tog1,2
WebQTest-14,where is the fukushima daiichi nuclear plant located,Japan,The Fukushima Daiichi Nuclear Power Plant is located in m.0clv1h_. Based on the geolocation information,0,0.0,0.8,9404.423690997646,False,tog1,0
WebQTest-16,what countries are part of the uk,Wales,"The United Kingdom itself is a country, and it includes dependencies and territories such as Anguilla. However, not all",0,0.0,0.8,9427.396036000573,False,tog1,0
WebQTest-19,what is my timezone in louisiana,Central Time Zone,"To determine your timezone in Louisiana, we need to consider the typical time zones associated with the state. Louisiana spans two time",0,0.14285714285714288,0.8,9301.550441996369,False,tog1,0
WebQTest-20,what did st augustine do,Writer,"St. Augustine influenced thinkers like Johannes Scotus Eriugena and is known for quotes such as ""Pray as",0,0.0,0.8,9475.634553004056,False,tog1,0
WebQTest-21,who is keyshia cole dad,Sal Gibson,The information provided in the reasoning chain does not contain any details about Keyshia Cole's father. The chain focuses on,0,0.08695652173913042,0.8,9533.292630003416,False,tog1,0
WebQTest-22,what kind government does egypt have,Semi-presidential system,"The provided information does not specify the exact type of government Egypt has. To determine the kind of government, we would need",0,0.15384615384615385,0.8,9415.23998699995,False,tog1,0
WebQTest-23,what town was martin luther king assassinated in,Memphis,Memphis,1,1.0,0.8,9450.33583399345,False,tog1,2
WebQTest-24,where did edgar allan poe died,Baltimore,"The information provided does not specify the location where Edgar Allan Poe died. To answer the question accurately, we would need additional",0,0.0,0.8,9559.561975998804,False,tog1,0
WebQTest-26,what to do today in atlanta with kids,Fox Theatre,"Visiting the Georgia Aquarium, exploring the Atlanta Botanical Garden, or enjoying the Georgia Museum of Art could be fun activities",0,0.2608695652173913,0.8,9496.865444001742,False,tog1,0
WebQTest-28,what electorate does anna bligh represent,Electoral district of South Brisbane,"The given information does not specify which electorate Anna Bligh represents. The details provided are about her education, political positions,",0,0.0,0.8,9418.658820999553,False,tog1,0
WebQTest-31,where did andy murray started playing tennis,2005,The information provided does not specify where Andy Murray started playing tennis. It only mentions his nationality (United Kingdom) and some,0,0.0,0.8,9590.96396300447,False,tog1,0
WebQTest-32,what is the australian dollar called,AUD,"The Australian dollar is referred to as ""m.09knr56"" in the OpenCyc ontology,",0,0.0,0.8,9529.028655997536,False,tog1,0
WebQTest-33,what timezone is sweden,Central European Time Zone,Central European Time Zone,1,1.0,0.8,9372.123395005474,False,tog1,0
WebQTest-34,who did cam newton sign with,Carolina Panthers,"Based on the given chain, Cam Newton played for the team associated with ""m.0hpgnsj"", which",0,0.0,0.8,9370.73002300167,False,tog1,0
WebQTest-35,what county is frederick md in,Frederick County,Frederick County is located in Maryland and the population data for Frederick County is sourced from the United States Census Bureau.,0,0.32,0.8,5514.810890999797,False,tog1,0
WebQTest-36,what highschool did harper lee go to,Monroe County High School,"The information provided does not specify which high school Harper Lee attended. Based on the given data, her education is listed as",0,0.15384615384615385,0.8,9563.370617004693,False,tog1,0
WebQTest-37,what timezone is utah in,Mountain Time Zone,"The given information does not provide a direct link to Utah's timezone. To determine Utah's timezone, we would need additional",0,0.0,0.8,9456.730227000662,False,tog1,0
WebQTest-38,who did george w. bush run against for the second term,John Kerry,The given information does not contain any details about George W. Bush or his election for a second term. The provided chain,0,0.0,0.8,9539.71705299773,False,tog1,0
WebQTest-39,who is niall ferguson 's wife,Ayaan Hirsi Ali,"The information provided in the reasoning chain does not contain any details about Niall Ferguson or his wife. Therefore, I",0,0.0,0.8,9355.629477002367,False,tog1,0
WebQTest-41,where is the galapagos islands located on a world map,Ecuador,"The Galapagos Islands are not mentioned in the provided reasoning chain. Based on the information given, the Cocos (",0,0.0,0.8,9611.793852993287,False,tog1,0
WebQTest-42,what are the songs that justin bieber wrote,Somebody to Love,"The given information does not provide specific song titles written by Justin Bieber. To answer this question accurately, we would need additional",0,0.08,0.8,9492.396777997783,False,tog1,0
WebQTest-43,what did george clemenceau do,Physician,The given chain does not provide any information about George Clemenceau or his actions. The chain is primarily about William C,0,0.0,0.8,9366.542545998527,False,tog1,0
WebQTest-44,what is the state flower of arizona,Saguaro,The state flower of Arizona is the Scarlet Carnation.,0,0.0,0.8,9319.030541002576,False,tog1,0
WebQTest-45,where was rihanna born and raised,Saint Michael Parish,The given information does not provide any details about Rihanna's birthplace or where she was raised. The provided facts are related,0,0.0,0.8,9441.828333998274,False,tog1,0
WebQTest-46,what year did president william henry harrison take office,1841-03-04,"The given information does not specify the year William Henry Harrison took office as president. To answer this question, we would need",0,0.0,0.8,9403.583937004441,False,tog1,0
