qid,question,gold,prediction,em,f1,confidence,latency_ms,abstained,x_method,x_rank
WebQTest-832_c334509bb5e02cacae1ba2e80c176499,Lou Seal is the mascot for the team that last won the World Series when?,2014 World Series,The given information does not provide a specific year or team name associated with Lou Seal being the mascot of the team that last,0,0.0,0.8,14866.76699994132,False,tog2,0
WebQTrn-1259_1997cb4922db71983be26e6a509950f4,"Where did the ""Country Nation World Tour"" concert artist go to college?",Belmont University,"The information provided does not contain any details about a country nation world tour or its artist's educational background. Therefore, there",0,0.0,0.8,11748.753200052306,False,tog2,0
WebQTest-1384_744a496b907e407b16bc5d7c197dc3f0,What is the predominant religion where the leader is Ovadia Yosef?,Judaism,Judaism,1,1.0,0.8,14945.295799989253,False,tog2,0
WebQTrn-241_dfb6c97ac9bf2f0ac07f27dd80f9edc2,What country bordering France contains an airport that serves Nijmegen?,Germany,Germany,1,1.0,0.8,14992.796200094745,False,tog2,2
WebQTrn-1077_f4a9e5f1e0dcfb82cbadf4771eda7bb5,The national anthem Afghan National Anthem is from the country which practices what religions?,Shia Islam,Afghanistan,0,0.0,0.8,14516.709899995476,False,tog2,0
WebQTest-576_01e2da60a2779c4ae4b5d1547499a4f8,Which nation has the Alta Verapaz Department and is in Central America?,Guatemala,Guatemala,1,1.0,0.8,15174.010700080544,False,tog2,3
WebQTest-590_6aad73acb74f304bc9acae44314164be,"Which man is the leader of the country that uses Libya, Libya, Libya as its national anthem?",Abdullah al-Thani,Mahmud Sulayman al-Maghribi,0,0.28571428571428575,0.8,14780.366699909791,False,tog2,0
WebQTrn-3251_d8cddfe5e947e414b7735780ef1efff8,"What educational institution has a football sports team named Northern Colorado Bears is in Greeley, Colorado?",University of Northern Colorado,University of Northern Colorado,1,1.0,0.8,14151.641699951142,False,tog2,0
WebQTrn-2069_0fa727f3b282196eb1097410b4be6818,What language is spoken in the location that appointed Michelle Bachelet to a governmental position speak?,Aymara language,Spanish,0,0.6666666666666666,0.8,14784.503099974245,False,tog2,0
WebQTrn-1938_7322a2a4d46bf36b95bfab4418c9a32b,What type of government is used in the country with Northern District?,Parliamentary system,The country uses a parliamentary system.,0,0.5,0.8,14042.711300076917,False,tog2,0
WebQTrn-60_68f0d0ad309d64a4af858a5ef4fb5713,"In which countries do the people speak Portuguese, where the child labor percentage was once 1.8?",Mozambique,Portugal,0,0.0,0.8,14715.67549998872,False,tog2,0
WebQTest-100_bf66fd89b6e9fc5fcb96c8b3f7a0e616,The people from the country that contains Nord-Ouest Department speak what languages today?,Haitian Creole,"French and German. To determine the languages spoken by the people in the country containing Nord-Ouest Department, we need to",0,0.0909090909090909,0.8,14635.954299941659,False,tog2,0
WebQTrn-962_032f61bfcfed69da8b215bb8f058c24e,What actor played the a kid in the movie with a character named Jenny's Father?,Michael Connor Humphreys,"The actor who played the child in the movie ""Jenny's Father"" is likely an agent or voice actor. This",0,0.0,0.8,13892.854899866506,False,tog2,0
WebQTrn-849_586aae7703d62aa44eb79759e1563309,What European Union country sharing borders with Germany contains the Lejre Municipality?,Denmark,Denmark,1,1.0,0.8,14941.732299979776,False,tog2,0
WebQTrn-710_c264a6d11d7956741926d417b94327e2,When was the last time a team led by Larr Baer win the World Series?,2014 World Series,The information provided does not contain any data about when a team led by Larr Baer won the World Series. To,0,0.16666666666666666,0.8,13868.490200024098,False,tog2,0
WebQTrn-2209_c1374f388d9cc7a78365860c91218362,What year did the basketball team coached by Brad Stevens win the championship?,2008 NBA Finals,2018,0,0.0,0.8,9502.473700093105,False,tog2,0
WebQTest-1251_cbf2f20f6caf754bc49d672ca7b150b7,What country speaks Germanic languages and uses the East German mark as currency?,East Germany,Germany,0,0.6666666666666666,0.8,13766.336299944669,False,tog2,0
WebQTrn-3100_143c89d70679c3e5257c93d8e2bc4c67,Which globe region with the UTCâ05:00 time zone does the Dominican Republic call home?,Greater Antilles,The Dominican Republic calls home in the UTC-05:00 time zone.,0,0.0,0.8,15154.146599816158,False,tog2,0
WebQTrn-662_7a992044f94b39edfc37ac5dcfcb3c26,What was the name of the team that won the 2008 FIFA Club World Cup Final championship?,Newton Heath L&YR F.C.,The team that won the 2008 FIFA Club World Cup Final championship is not mentioned in the given reasoning chain,0,0.0,0.8,14592.655900167301,False,tog2,0
WebQTest-743_0a8cdba29cf260283b7c890b3609c0b9,Which of JFK's brother held the latest governmental position?,Robert F. Kennedy,The information provided does not contain any details about a specific government position or its holder. It only mentions characters from a fictional,0,0.0,0.8,13360.12339987792,False,tog2,0
WebQTest-1797_68a33792b0a1e18937dcd4b3f50d941e,What group fought in the Battle of Vicksburg that was based in Montgomery?,Confederate States of America,"The Union Army. To determine which group fought in the Battle of Vicksburg and was based in Montgomery, we need",0,0.08333333333333334,0.8,15622.365499846637,False,tog2,0
