qid,question,gold,prediction,em,f1,confidence,latency_ms,abstained,x_method,x_rank
oa_331,"At time 58 in context ctx_02, can u_0041 access res_0016?",1,"No, because res_0016 is governed by pol_009, and pol_009",0,0.0,0.8,16803.103600163013,False,tog2,0
oa_0,"At time 83 in context ctx_03, can u_0045 access res_0134?",0,No,1,1.0,0.8,18547.455199994147,False,tog2,0
oa_365,"At time 55 in context ctx_07, can u_0481 access res_0048?",1,No,0,0.0,0.8,18304.247899912298,False,tog2,0
oa_1,"At time 142 in context ctx_06, can u_0029 access res_0098?",0,"No, because there is no direct or indirect link between res_0098 and u_0029",1,1.0,0.8,18309.795000124723,False,tog2,0
oa_589,"At time 55 in context ctx_07, can u_0247 access res_0048?",1,"No, u_0247 cannot access res_0048 at time 55 in context ctx",0,0.0,0.8,17535.94239987433,False,tog2,0
oa_2,"At time 93 in context ctx_05, can u_0276 access res_0026?",0,"No, because res_0026 is governed by pol_021 which is valid in context ctx_",1,1.0,0.8,18237.72650002502,False,tog2,0
oa_604,"At time 58 in context ctx_02, can u_0127 access res_0125?",1,"No, because res_0127 is only governed by pol_009 and pol_006",0,0.0,0.8,18326.91750000231,False,tog2,0
oa_9,"At time 124 in context ctx_04, can u_0442 access res_0154?",0,No,1,1.0,0.8,19198.525599902496,False,tog2,0
oa_685,"At time 51 in context ctx_03, can u_0138 access res_0156?",1,No,0,0.0,0.8,18813.74299991876,False,tog2,0
oa_12,"At time 134 in context ctx_06, can u_0132 access res_0152?",0,"To determine if u_0132 can access res_0152 at time 134,",0,0.0,0.8,2865.5253001488745,False,tog2,0
oa_708,"At time 60 in context ctx_04, can u_0452 access res_0130?",1,"No, u_0452 cannot access res_0130 at time 60 in context ctx",0,0.0,0.8,18261.734300060198,False,tog2,0
oa_15,"At time 90 in context ctx_02, can u_0316 access res_0060?",0,No,1,1.0,0.8,18546.6340999119,False,tog2,0
oa_803,"At time 50 in context ctx_02, can u_0243 access res_0016?",1,No,0,0.0,0.8,19645.972499856725,False,tog2,0
oa_19,"At time 128 in context ctx_00, can u_0170 access res_0134?",0,"No, because res_0134 is not governed by any of the political entities (pol_044",1,1.0,0.8,18178.454900160432,False,tog2,0
oa_826,"At time 61 in context ctx_05, can u_0225 access res_0139?",1,"No, because based on the given reasoning chain, res_0139 is not governed by any political entity (",0,0.0,0.8,18610.605500172824,False,tog2,0
oa_26,"At time 196 in context ctx_04, can u_0236 access res_0066?",0,"No, because the reasoning provided does not indicate any governance or validity of res_0066 within context ctx_",1,1.0,0.8,19380.99279999733,False,tog2,0
oa_862,"At time 50 in context ctx_02, can u_0311 access res_0066?",1,No,0,0.0,0.8,18304.633700056,False,tog2,0
oa_27,"At time 97 in context ctx_01, can u_0206 access res_0080?",0,No,1,1.0,0.8,18228.769900044426,False,tog2,0
oa_889,"At time 58 in context ctx_02, can u_0096 access res_0180?",1,"Based on the given reasoning chain, res_0180 is governed by both pol_009 and pol",0,0.0,0.8,19201.674700016156,False,tog2,0
oa_58,"At time 66 in context ctx_02, can u_0019 access res_0022?",0,"No, because res_0022 is not governed by any of the political entities (pol_016",1,1.0,0.8,19055.878499988467,False,tog2,0
oa_948,"At time 58 in context ctx_02, can u_0471 access res_0077?",1,"No, because the reasoning provided does not establish any direct connection between res_0077 and the contexts or political",0,0.0,0.8,18249.73509996198,False,tog2,0
oa_63,"At time 136 in context ctx_00, can u_0252 access res_0175?",0,"No, because res_0175 is governed by pol_025, which is valid in context ctx",1,1.0,0.8,18851.83100006543,False,tog2,0
oa_1019,"At time 59 in context ctx_03, can u_0465 access res_0056?",1,"No, because based on the given reasoning chain, res_0160 is governed by pol_038",0,0.0,0.8,18394.96610010974,False,tog2,0
oa_64,"At time 190 in context ctx_06, can u_0133 access res_0162?",0,"No, because res_0162 is not governed by any political entity valid in context ctx_06.",1,1.0,0.8,17701.42720011063,False,tog2,0
oa_1083,"At time 52 in context ctx_04, can u_0300 access res_0055?",1,"No, u_0300 cannot access res_0055 at time 52 in context ctx",0,0.0,0.8,19226.883299881592,False,tog2,0
oa_69,"At time 157 in context ctx_05, can u_0162 access res_0029?",0,"No, because res_0029 is not governed by any of the political entities (pol_016",1,1.0,0.8,19274.39419995062,False,tog2,0
oa_1084,"At time 56 in context ctx_00, can u_0225 access res_0074?",1,No,0,0.0,0.8,18578.35129997693,False,tog2,0
oa_72,"At time 118 in context ctx_06, can u_0369 access res_0089?",0,"No, because based on the given reasoning chain, res_0089 is not governed by any of the political",1,1.0,0.8,18772.44500000961,False,tog2,0
oa_1101,"At time 58 in context ctx_02, can u_0127 access res_0077?",1,"No, because res_0127 is only governed by pol_009 and pol_006",0,0.0,0.8,18642.7855999209,False,tog2,0
oa_79,"At time 108 in context ctx_04, can u_0206 access res_0157?",0,"No, because res_0157 is not governed by any political entity that is valid in context ctx_0",1,1.0,0.8,14596.54950001277,False,tog2,0
oa_1277,"At time 58 in context ctx_02, can u_0243 access res_0077?",1,"No, because res_0077 is not governed by any of the political entities (pol_019",0,0.0,0.8,18524.154599988833,False,tog2,0
oa_81,"At time 64 in context ctx_00, can u_0378 access res_0078?",0,"No, because res_0078 is not governed by any political entity valid in context ctx_00.",1,1.0,0.8,19036.75109986216,False,tog2,0
oa_1342,"At time 55 in context ctx_07, can u_0176 access res_0061?",1,"No, because the reasoning provided does not indicate any direct connection between res_0061 and the contexts or political",0,0.0,0.8,16840.389400022104,False,tog2,0
oa_82,"At time 86 in context ctx_06, can u_0011 access res_0149?",0,"No, because res_0149 is not governed by pol_001, which is not valid in",1,1.0,0.8,18302.002700045705,False,tog2,0
oa_1531,"At time 53 in context ctx_05, can u_0440 access res_0125?",1,No,0,0.0,0.8,18922.267500078306,False,tog2,0
